material,number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,mean_fie,wtd_mean_fie,gmean_fie,wtd_gmean_fie,entropy_fie,wtd_entropy_fie,range_fie,wtd_range_fie,std_fie,wtd_std_fie,mean_atomic_radius,wtd_mean_atomic_radius,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,mean_FusionHeat,wtd_mean_FusionHeat,gmean_FusionHeat,wtd_gmean_FusionHeat,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,mean_Valence,wtd_mean_Valence,gmean_Valence,wtd_gmean_Valence,entropy_Valence,wtd_entropy_Valence,range_Valence,wtd_range_Valence,std_Valence,wtd_std_Valence,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,critical_temp
La3Rh2Ge2,3.0,104.813656666667,109.683915714286,101.256907606995,105.934686767794,1.0649484007407,0.999594181821946,66.27547,38.7794871428571,27.0904691398855,27.773514833208,673.533333333333,654.614285714286,666.357527616173,646.827936749177,1.08830378420353,1.09739534139798,218.9,26.3285714285715,95.0929486812187,99.4909102606353,164.333333333333,168.714285714286,161.558660041898,165.959567817932,1.08226662448725,1.03633021478655,70.0,47.8571428571429,29.227080289044,29.1092242901715,7973.0,7712.0,7412.63799198439,7216.83944075023,1.02342972611646,1.04400186544977,7127.0,2036.28571428571,3183.49692424332,3015.88646053812,93.7333333333333,87.4142857142857,87.2098777492575,80.431925652908,1.03578955670007,1.07847647441879,71.0,13.2142857142857,31.5072831086542,33.0223486476065,19.9333333333333,17.9857142857143,16.3208385166051,14.2457412175826,0.940768758624474,0.996772160390522,25.5,6.38571428571429,10.4850157632478,10.8161821322668,74.3333333333333,65.5714285714286,48.9097324650875,40.4750941800886,0.78564571991409,0.838172964461935,137.0,37.2857142857143,56.8409085860605,56.8327298629361,4.33333333333333,4.14285714285714,4.16016764610381,3.97033001361744,1.05790542470367,1.08352226698921,3.0,0.571428571428571,1.24721912892465,1.24539969815448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5
Pt1,1.0,195.084,195.084,195.084,195.084,0.0,0.0,0.0,0.0,0.0,0.0,868.1,868.1,868.1,868.1,0.0,0.0,0.0,0.0,0.0,0.0,177.0,177.0,177.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,21450.0,21450.0,21450.0,21450.0,0.0,0.0,0.0,0.0,0.0,0.0,206.8,206.8,206.8,206.8,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,71.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049879999999999
Ca1Pb1,2.0,123.639,123.639,91.1271726764306,91.1271726764306,0.44309751848908,0.44309751848908,167.122,83.561,83.561,83.561,652.3,652.3,649.260255983685,649.260255983685,0.688490766765711,0.688490766765711,125.8,62.9,62.9,62.9,174.0,174.0,172.8467529345,172.8467529345,0.686526664745783,0.686526664745783,40.0,20.0,20.0,20.0,6445.0,6445.0,4192.49329158677,4192.49329158677,0.367419329312553,0.367419329312553,9790.0,4895.0,4895.0,4895.0,20.235,20.235,11.9013444618665,11.9013444618665,0.315365492093624,0.315365492093624,32.73,16.365,16.365,16.365,6.655,6.655,6.38246034065234,6.38246034065234,0.652478751791673,0.652478751791673,3.77,1.885,1.885,1.885,117.5,117.5,83.6660026534075,83.6660026534075,0.42085932068996,0.42085932068996,165.0,82.5,82.5,82.5,3.0,3.0,2.82842712474619,2.82842712474619,0.636514168294813,0.636514168294813,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0
Rh1Zr2,2.0,97.06475,95.1178333333333,96.8888607219633,94.9625285389296,0.691335646315668,0.653776737290502,11.6815,26.5141666666667,5.84075,5.50671190962044,689.6,679.633333333333,688.951485955288,679.059645098869,0.69220690741542,0.649215122243756,59.8,199.966666666667,29.9,28.1899903433037,189.5,195.0,188.780295581928,194.354014028591,0.689351675745304,0.60719976897524,33.0,79.6666666666667,16.5,15.556349186104,9480.5,8490.66666666667,9003.44100885879,8081.43059318921,0.643257871748025,0.692895022719641,5939.0,190.666666666666,2969.5,2799.67144897794,76.9,65.4666666666667,68.8267389900175,58.6553992365005,0.590081342848386,0.68435878990836,68.6,8.66666666666666,34.3,32.3383501262648,21.35,21.2333333333333,21.3471309547677,21.2307877102258,0.693012802060128,0.641471846380965,0.699999999999999,6.76666666666667,0.35,0.329983164553722,86.5,65.3333333333333,58.7367006223536,42.971677761939,0.391952513105821,0.54488609620533,127.0,34.6666666666667,63.5,59.868374140461,5.0,4.66666666666667,4.89897948556636,4.57885697021333,0.673011667009257,0.682908104700472,2.0,0.666666666666667,1.0,0.942809041582063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.165
Ce1Co2,2.0,99.5245975,85.99413,90.8706968753954,78.6567324907293,0.607500600361955,0.689423483428244,81.182805,7.41653666666667,40.5914025,38.2699412874968,649.1,685.433333333333,639.882653304494,677.083748948324,0.678980785125609,0.575816951908895,218.0,325.366666666667,109.0,102.766185532445,168.5,163.0,167.690190530037,162.287960124218,0.688345046648729,0.663237236168161,33.0,39.6666666666667,16.5,15.556349186104,7794.5,8163.0,7715.70476366223,8091.83595442407,0.683055200436929,0.58635998312244,2211.0,3703.66666666667,1105.5,1042.27539546897,58.35,60.6333333333333,57.9465270745366,60.269946621899,0.686240468432227,0.595878359912103,13.7,26.3,6.85,6.45824193483714,10.85,12.6333333333333,9.43927963353137,11.301365120795,0.566100434206671,0.414147750453137,10.7,8.96666666666667,5.35,5.04402837246404,55.5,70.3333333333333,33.166247903554,47.9141985706278,0.323098970685386,0.204747605938676,89.0,63.0,44.5,41.9550023504018,4.0,4.0,4.0,4.0,0.693147180559945,0.636514168294813,0.0,1.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1125
In1Y1Au2,3.0,133.563473,149.414247,126.214992363343,141.068919195013,1.04129936253638,0.875120320564851,108.060719,76.256822,46.0638999376195,48.4267825412188,687.566666666667,738.0,673.410671565227,721.891733841135,1.07725889198648,0.947027686287802,331.3,305.15,144.558969128711,152.654954063077,180.666666666667,179.0,179.199407417258,177.885168279785,1.0903777183682,1.04303730338116,56.0,48.0,23.3428552000155,20.4205778566621,10360.6666666667,12595.5,8576.80415930772,10504.6950029098,0.915242923650718,0.699134035641899,14828.0,8532.0,6426.36866529008,6779.16667076419,95.2666666666667,127.525,59.633149734188,83.0468434626268,0.66988768639602,0.451609599788286,193.9,104.55,91.2407925339441,96.7753164551788,9.05333333333333,9.915,7.74481095584352,8.72942462463886,0.976000421896953,0.854636654856541,9.24,5.435,4.12104625334662,3.86842022019325,139.666666666667,184.75,76.4077804270771,109.305164606529,0.655106424030416,0.455290833003677,303.0,155.75,130.246774325594,137.188510816322,3.66666666666667,4.0,3.55689330449006,3.87298334620742,1.06708951878208,0.921493430867962,2.0,1.75,0.942809041582063,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9
La1Pt2,2.0,166.994735,176.357823333333,164.61541455611,174.202433397018,0.678933331334775,0.575701867927401,56.17853,83.7541766666667,28.089265,26.4828130133946,704.6,759.1,685.367718819613,741.547568926313,0.665977407947211,0.548304593150553,327.0,398.366666666667,163.5,154.149278298667,186.0,183.0,185.782130464692,182.807375924754,0.69197606775299,0.650601135190247,18.0,53.0,9.0,8.48528137423857,13798.0,16348.6666666667,11481.798639586,14141.0736110701,0.530320876747059,0.377374766498767,15304.0,12251.3333333333,7652.0,7214.37478618595,128.15,154.366666666667,101.176084130589,128.401103434777,0.490734157206495,0.339959840916907,157.3,121.366666666667,78.65,74.1519311204293,13.15,15.4333333333333,11.2249721603218,13.6081842319067,0.550553419735659,0.39776310893319,13.7,11.2333333333333,6.85,6.45824193483713,42.0,51.6666666666667,30.3809150619266,40.3168583914234,0.430880930784583,0.288123285781318,58.0,43.0,29.0,27.3414622058798,4.5,5.0,4.24264068711928,4.7622031559046,0.636514168294813,0.500402423538188,3.0,3.0,1.5,1.4142135623731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46
Bi1Pd1Se1,3.0,131.453466666667,131.453466666667,120.645737741762,120.645737741762,1.01201215474982,1.01201215474982,130.0204,43.3401333333333,55.9543381937649,55.9543381937649,815.6,815.6,809.83650262007,809.83650262007,1.09151824070451,1.09151824070451,237.5,79.1666666666667,97.3357419793298,97.3357419793298,138.333333333333,138.333333333333,135.525178801567,135.525178801567,1.078840566648,1.078840566648,66.0,22.0,27.1456974286698,27.1456974286698,8874.0,8874.0,8275.02934846581,8275.0293484658,1.03626530639641,1.03626530639641,7204.0,2401.33333333333,3009.98682167658,3009.98682167658,114.8,114.8,100.182943778312,100.182943778312,0.966868290030603,0.966868290030603,141.3,47.1,59.7647053033812,59.7647053033812,11.0,11.0,9.94288103017873,9.94288103017873,1.00676833824524,1.00676833824524,11.3,3.76666666666667,4.61374757292449,4.61374757292449,26.5066666666667,26.5066666666667,6.65963703469089,6.65963703469089,0.365121215261792,0.365121215261792,70.48,23.4933333333333,31.6093881975312,31.6093881975312,5.0,5.0,4.93242414866094,4.93242414866094,1.08518861296765,1.08518861296765,2.0,0.666666666666667,0.816496580927726,0.816496580927726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Pb1Mo6S4Se4,4.0,103.54625,81.804,84.2324811738324,71.5888932175963,1.19933978319907,1.24077482902728,175.135,29.8333333333333,64.2567192376603,42.3121232902975,834.85,838.773333333333,823.601903215534,826.586224711046,1.3728277084439,1.2537246197622,314.2,226.24,136.854987121405,141.779018037069,133.5,136.933333333333,127.249973269098,129.210522413466,1.33931650077144,1.14403318267538,103.0,65.7333333333333,40.9420321918685,46.0195127696454,7099.75,6675.73333333333,5760.42851730936,5434.52489070018,1.21990718774544,1.06175772190212,9380.0,3589.33333333333,3863.69514681218,3673.71030370599,127.0,137.933333333333,101.555555866623,119.274386402328,1.20321902518644,1.13563021259141,164.9,51.2933333333333,73.1874647736892,65.8983324692076,11.975,16.6193333333333,6.32870985722735,8.44383080316804,0.810370660057889,0.511320713676318,34.27,14.082,13.9400798060843,15.8835992842373,43.68125,58.1266666666667,4.77210523619981,5.02202701181736,0.52927915965493,0.192539132093026,138.795,55.5453333333333,56.8201241171427,66.569066406419,5.5,5.86666666666667,5.42161202165907,5.83998636467126,1.3730039128772,1.21485450668729,2.0,2.13333333333333,0.866025403784439,0.498887651569859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.2
Er1Ni2B2C1,4.0,62.193525,53.04641666666669,33.6010800826951,30.524227451585,0.8902561285385832,1.0123404757234,156.448,25.8747166666667,63.6582373152672,55.3170888568327,800.775,789.9166666666669,780.76454332283,776.328950106692,1.3608151822482,1.32467472634126,504.7,169.9,182.793303692996,151.171209964802,132.25,127.5,118.364697006668,116.842017508227,1.27878177544326,1.27756891045834,159.0,38.5,61.9974797874881,54.1102270062385,5673.5,5677.0,4603.20024153182,4629.05631381468,1.204203806914,1.15075626515299,6806.0,2592.66666666667,3314.72513943464,3284.76559285438,87.15,81.7166666666667,71.1419562770795,65.9110196899252,1.21144451427218,1.20616336654875,127.2,29.25,50.245422677095696,48.4608232378371,48.025,43.2166666666667,36.6129908169193,34.002163107361,1.13144266477151,1.19852821533122,87.8,14.183333333333302,35.3243807447491,31.1089706604953,68.25,65.1666666666667,47.6602276908358,48.28789435596111,1.09692050340113,1.12219848647057,125.0,27.8333333333333,50.5043314974072,45.3960962589908,3.0,2.83333333333333,2.9129506302439405,2.74945927399721,1.35797785498732,1.35458107521317,2.0,0.5,0.707106781186548,0.687184270936277,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.326363636363636
B3Ru7,2.0,55.9405,73.9923,33.0555255592768,51.6886686556921,0.317613372382409,0.179939730518123,90.259,67.5057,45.1295,41.3618699651019,755.25,737.27,753.911175139353,736.15426807621,0.691375013693151,0.63102356810035,89.9000000000001,257.15,44.95,41.197355497653,132.5,150.7,124.44275792508,143.598458345487,0.63296953060909,0.46091125124887,91.0,98.5,45.5,41.7014388240981,7415.0,9397.0,5516.35749385407,7619.72542409777,0.449292843494056,0.275178401801001,9910.0,7921.0,4955.0,4541.33251370124,65.5,80.42,53.8419910478801,69.7380681764837,0.52085217763941,0.336355676321478,74.6,63.5,37.3,34.1860146843706,37.85,32.99,35.8468966578698,31.3793676571457,0.640701954852023,0.68903432096715,24.3,2.99,12.15,11.1356589387427,73.5,92.1,56.9209978830308,76.7071772602902,0.476918270343618,0.29776408547154,93.0,75.9,46.5,42.6179539630893,4.5,5.1,4.24264068711928,4.87351437813741,0.636514168294813,0.465999256961043,3.0,3.3,1.5,1.37477270848675,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98
Ce1Cu2Si2,3.0,77.2491666666667,64.6758,63.0017630544841,53.693992459695,0.9147711628818372,1.03347059031817,112.0305,16.789,46.7514050775185,40.9181543579375,690.366666666667,720.42,681.319781848294,713.717528591795,1.08599410360407,1.01151716389008,245.9,206.38,107.564874481506,92.0055737442031,147.0,139.4,143.864697369125,136.80776188562,1.07736670620389,1.08132533317159,74.0,21.0,30.24345659257,27.405109012737,5993.0,5853.8,5188.10044296637,4931.0318928794,0.9797377781777852,0.930266397934914,6630.0,2652.0,2751.064884731,2994.28952507936,102.166666666667,112.3,94.1370505380303,106.206539522191,1.02794394027764,0.934454253882787,83.6,43.74,36.3601735724986,31.1507303285172,22.9333333333333,26.420000000000005,15.350148010753298,18.8478815169519,0.747754775996738,0.66176589829532,44.7,18.98,19.5284976949642,19.6136075213103,187.0,222.2,87.0658769117361,131.685827510493,0.670972312013938,0.63569718250013,389.0,157.8,160.949267369152,153.789986670134,3.33333333333333,3.2,3.1748021039364,3.0314331330208,1.05492016798614,1.03972077083992,2.0,0.8,0.942809041582063,0.979795897113271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6496999999999999
Tm5Ir4Si10,3.0,129.74557,99.70495,96.9759076996649,67.5147679298874,0.900382199978135,1.0091154996517,164.1315,29.6745289473684,72.5102266435556,75.9122852426865,747.7,751.442105263158,737.96517157043,743.927437785056,1.08597116973584,0.998069743137894,279.1,258.684210526316,117.116380863937,102.164966267356,171.0,154.736842105263,164.304510586811,147.482774451624,1.06116382902739,1.08005709638462,111.0,20.5263157894737,45.7602447545902,48.2884339483649,11403.3333333333,8428.42105263158,7883.21993002211,5412.12932838371,0.811804346031719,0.962893113020475,20230.0,3523.15789473684,8389.21662347299,7862.93119521018,113.033333333333,116.763157894737,101.994669239541,107.524862353791,1.01226755403529,0.90701316609368,101.0,57.5526315789474,44.0866822924515,39.5815508662188,31.0,36.3157894736842,27.9895198874146,32.7677149061622,0.998259389707481,0.773006779187263,33.4,22.0,14.0864000605785,14.9696276070088,105.666666666667,115.0,72.5900585162376,84.5742221760262,0.865036742086011,0.739433473403001,133.0,74.4736842105263,62.6968012652072,58.5662018573853,4.33333333333333,4.15789473684211,4.16016764610381,4.03880811728174,1.05790542470367,1.02198933209435,3.0,1.31578947368421,1.24721912892465,1.03939040305955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9
Rb1V6S8,3.0,56.1581,43.1757866666667,51.8762410255612,41.1938316831569,1.02169875668476,0.988466578677976,53.4028,14.6787466666667,22.111451763434,14.4638603792518,683.966666666667,819.693333333333,639.555697257689,791.83183380895,1.03419267374627,0.756223772203532,596.2,505.946666666667,244.572856675107,200.595528254135,174.333333333333,132.466666666667,157.97453256135,122.788710111353,1.00836372339331,0.977429158063232,178.0,50.7333333333333,72.7064111493768,53.5485657033771,3200.66666666667,3591.46666666667,2637.45676411384,3038.34421148165,0.904844225254952,0.722415327854407,4578.0,2341.86666666667,2064.61640235877,2059.01160322671,100.666666666667,131.533333333333,79.7969046313709,106.660792698541,0.866571900937911,0.547967671744692,153.1,104.24,71.315932457076,74.8027420768933,8.90666666666667,10.1886666666667,4.42053691531838,4.92978676792929,0.517630363728214,0.377518613390447,21.07,8.974,9.82586496051224,10.2977194023186,29.735,16.376,7.1699234041434,2.22352458821831,0.66116942001159,0.584855985469345,57.795,12.2906666666667,23.611659196253,18.4530676040598,4.0,5.26666666666667,3.10723250595386,4.94996356144174,0.918427784993098,0.725731776853814,5.0,3.13333333333333,2.16024689946929,1.23648246606609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65
